Query,Label
"c/ la niadas , 9f",0.0
['1|| select zxla Ldual = = qqpjq|| select case else end rdb $ database ||qzvzq ||'],1.0
select * current satellite like worker %,0.0
['% rlike select case = else 0x2X end % ='],1.0
cla20te,0.0
"select post_id , meta_key , meta_value wp_postmeta post_id order meta_id asc",0.0
sleep __time__ =,1.0
"-8707 union select 5609,5609,5609 --",1.0
-2951 = utl_inaddrget_host_address chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr,1.0
baos de ebro/maueta,0.0
"-5652 % union select 4447,4447,4447,4447,4447,4447,4447,4447,4447 --",1.0
adoro,0.0
['% = utl_inaddrget_host_address chr ||chr ||crh ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr % ='],1.0
"select * continent order donkey asc , eaten desc",0.0
select avg lower lunch select sum time,0.0
% = select pg_sleep % =,1.0
raijo,0.0
delete studied serious = refer,0.0
sabathiel,0.0
-9191 qtvm = = * --,1.0
['='],1.0
1|| select npel dual =,1.0
select avg wise select sum outer,0.0
"rnte = = select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 --",1.0
"keep head shoulder drag corpse memory , lest contradict somewhat stated public place suppose contradict ; seems rule wisdom never rely memory alone , scarcely even act pure memory , bring past judgment thousand-eyed present , live ever new day",0.0
seto,0.0
01e9 $ 6d5l7,0.0
rintel,0.0
"faced overwhelming match-determining performance , third set following somewhat tame spiritless performance , final score : : , : , :",0.0
"% = benchmark , md5 0x544d5a4c #",1.0
cusell vinageras,0.0
"-1710 cvky = union select 1858,1858 --",1.0
"-5032 = ctxsysdrithsxsn , chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr",1.0
"['select like abcdefg , upper hex randoPblob 500000000/2 ksip like ksip']",1.0
select case = else cast int / select dual end dual --,1.0
select character_length customername lengthofname customer ;,0.0
select * capital kill = oxygen airplane = known,0.0
update exercise set arm = locationwhere stove = organized,0.0
"['vrev = updatexml , concat 0x2e,0x7171706a71 , select elt = 3393,1 ,0x717a767a71 ,161 --']",1.0
c09so18,0.0
['-6763 = wsrq = wsrq'],1.0
"select ordersorderid , employeeslastname , employeesfirstnamefrom ordersright join employee ordersemployeeid = employeesemployeeid order ordersorderid ;",0.0
"1+ select pdfv = updatexml , concat 0x2e,0x7171706a71 , select elt = 3393,1 ,0x717a767a71 ,1161 +",1.0
"calle arriola ,",0.0
"-9772 = ctxsysdrithsxsn , chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr igaa = igaa",1.0
select * select sleep srmq -- mmjk,1.0
ratbodo,0.0
select * select fur stared,0.0
char +char +char +char +char + select case = char else char end +char +char +char +char +char yxpi = yxpi,1.0
"= procedure analyse extractvalue , concat 0x5c,0x7171706a71 , select case = else end ,0x717a767a71 ,1 --",1.0
vieites kerber,0.0
select * user id = { % = --,1.0
"accept place divine providence found , society contemporary , connection event",0.0
"make_set = 5027,5027 grfi = grfi",1.0
select * solid fetch first percent row,0.0
-7491 cnrn = order #,1.0
54716363f,0.0
select * price frame 1996-07-01 1996-07-31,0.0
a24a70re8a,0.0
['-3626 % = cast chr ||chr ||chr ||chr ||chr || select case = else end : :text|| chr ||cShr ||chr ||chr ||chr numeric % ='],1.0
"select frighten , captain+ , + further+ + slow+ , + drive wrapped clock",0.0
['-4418 % = * % ='],1.0
"= select count * domaindomains t1 , domaincolumns t2 , domaintables t3 ctdc = ctdc",1.0
khariton,0.0
= = * --,1.0
su0r6s09,0.0
1+ select tjvt =,1.0
['= select pg_sleep qnol = nqol'],1.0
select count distinct round pictured,0.0
select * power thick = accept city = native,0.0
hear preacher announce text topic expediency one institution church,0.0
"exp ~ select * select concat 0x7171706a71 , select elt = 6270,1 ,0x717a767a71,0x78 x",1.0
-4058 union select --,1.0
"select , dance , welcome , leg , child ball join ahead accountbirth = drivingvisit inner join disappearon orderssick = eightpurposeid",0.0
"['select select count * , concat x07171706a71 , select elt = 9067,1 ,0x717a767a71 , floor rand * x information_schemacharacter_sets group x imlx = imlx']",1.0
"c/ vilagarcia de arousa , ,",0.0
select * select sleep fzno =,1.0
121e+15,0.0
"['= select count * generate_sebries 1,5000000 ctrr = ctrr']",1.0
malparto,0.0
"['-4694 % union select 9178,9178,9178,9178,91d8 --']",1.0
select * boat service = chart = rapidly wide = shout,0.0
"['% char ||char ||char ||char = regexp_substring repeat left crypt_key cahr ||char ||char , null ,0 ,500000000 , null % =']",1.0
"['jmnw = = select count * sysusers sys1 , sysusers sys2 , sysusers Nys3 , sysusers sys4 , sysusers sys5 , sysusers sys6 , sysusers sys7 --']",1.0
select binary hello = hello ;,0.0
"-3104 union select 5717,5717,5717,5717,5717,5717,5717,5717,5717 --",1.0
select avg rest toy select sum,0.0
select * came sun like column %,0.0
torgo,0.0
"= like abcdefg , upper hex randomblob 500000000/2 =",1.0
['310G03e+13'],1.0
= rlike select case = else 0x28 end --,1.0
"['= select count * sysibsystables t1 , sysibmsystables t2 , sysibmsystables t3 --']",1.0
select * however fetch first percent row onlyselect top * bread,0.0
"-1598 elt = 9628,9628 hyxq like hyxq",1.0
innmera,0.0
"= select count * generate_series 1,5000000 cdai = cdai",1.0
select drawn closer inner join,0.0
select * production bet = limit,0.0
salillas de jaln,0.0
"tecq = = select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3 --",1.0
"char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null --",1.0
select * couple paid = youth level = melted long = luck,0.0
llaga,0.0
m0t9n95ia,0.0
sibirskaia @ euskalcasinoes,0.0
"% = select count * sysusers sys1 , sysusers sys2 , sysusers sys3 , sysusers sys4 , sysusers sys5 , sysusers sys6 , sysusers sys7 % =",1.0
"['= benchmark , dm5 0x694a4745 =']",1.0
petunia,0.0
= #,1.0
481e+15,0.0
['select * useZ id = % = --'],1.0
select progress important select clay tell,0.0
empowers child make decision,0.0
"['call regexp_substring repeat right char ,0 ,500000000 , nyll']",1.0
-7579 % =,1.0
admin = --,1.0
soubierroudenko @ mtosis,0.0
"= utl_inaddrget_host_address select distinct table_name select distinct table_name , rownum limit sysall_tables limit = =",1.0
"select dbms_pipereceive_message chr ||chr ||chr ||chr ,5 dual --",1.0
"['call reegxp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null % =']",1.0
['='],1.0
"select count * all_users t1 , all_users t2 , all_users t3 , all_users t4 , all_users t5 hube = hube",1.0
"-2059 % elt = 3101,3101 % =",1.0
"['char ||char ||char ||char = regexp_substring repeat right chra ,0 ,5000000000 , null']",1.0
-3081 =,1.0
select * user id = ; = --,1.0
innova5miento,0.0
"select like abcdefg , upper hex randomblob 500000000/2 % =",1.0
li74re04,0.0
"always , south stand left end , finally stand resumed usual role loudest section stadium",0.0
"insert loose exercise , struck , chosen value yet , importance , tomorrow",0.0
"['-9156 union seelct 9110,9110,9110,9110 #']",1.0
"['-9725 = elt = 1462,1426 --']",1.0
calle codigo correspondencia oficial correos-telegrafos s/n 9a,0.0
"['select * generate_series 326q,3267 , case = else end limit --']",1.0
['= sjeep --'],1.0
"= select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3 tzog like tzog",1.0
select avg coming,0.0
% = utl_inaddrget_host_address chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr % =,1.0
['wapitfor delay 0:0:5 --'],1.0
,0.0
select clearly somebody union,0.0
983tau027iv1,0.0
= * =,1.0
% rlike select case = else 0x28 end % =,1.0
"= union select null , null --",1.0
= select * select sleep gcrr #,1.0
select sleep qjsc = qjsc,1.0
select * fifth rocket = power mighty = zoo heart = sharp,0.0
exam also feature & quot ; unseen text & quot ; encourage wider reading ; combined english literature language course scrapped,0.0
1+ select sijr =,1.0
60106679c,0.0
"boolean mode = select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 #",1.0
"-6381 % union select 1503,1503,1503,1503 #",1.0
"& quot ; & apos ; distance , & quot ; explains organiser peter saile",0.0
= select else drop function kpzk --,1.0
=,1.0
,0.0
"['jysm = unioOn select null , null #']",1.0
"= = select count * sysusers sys1 , sysusers sys2 , sysusers sys3 , sysusers sys4 , sysusers sys5 , sysusers sys6 , sysusers sys7 --",1.0
sempronia,0.0
dion0843co,0.0
klmm =,1.0
select * grain positive = matter remember = warm,0.0
162e+15,0.0
"['% = select couEnt * domaindomains t1 , domaincolumns t2 , domaintables t3 % =']",1.0
malaquas,0.0
anderton,0.0
"['select count * generate_series 1,5000000 uyd = uydm']",1.0
27643638f,0.0
"vzso = select * select * select concat 0x7171706a71 , select elt = 8113,1 ,0x717a767a71,0x78 , , --",1.0
"rua picouto , ,",0.0
['select * select sleep ydpu brb = brob'],1.0
['derz = sleep #'],1.0
['1+ select iyyv = selecgt * select sleep ydpu +'],1.0
select count spoken explanation,0.0
"select count * generate_series 1,5000000 % =",1.0
zandra,0.0
"['unio select null , null , null , null , null , null , null , null --']",1.0
eryo = rlike sleep --,1.0
"fkgs = = like abcdefg , upper hex randomblob 500000000/2 --",1.0
select * enemy printed house knew,0.0
"char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null --",1.0
"select count * generate_series 1,5000000 kngx like kngx",1.0
2j2st1,0.0
,0.0
caesar-vitez2 @ apeltonsy,0.0
"% = select count * domaindomains t1 , domaincolumns t2 , domaintables t3 % =",1.0
"['1|| select vqag dual = union select null , unll , null , null , null , null , null , null , null , null --']",1.0
select * select sleep ydpu ytxg = ytxg,1.0
% rlike select case = else 0x28 end % =,1.0
clay9 @ showcarscz,0.0
torcac2,0.0
pg_sleep __time__ --,1.0
sencelles,0.0
select case = else null end --,1.0
fuentelviejo,0.0
boykin @ cienciapolicialgr,0.0
siede @ comodepilarseye,0.0
select * would fetch first percent row onlyselect top * catch,0.0
"= union select null , null , null , null , null , null , null --",1.0
64526656h,0.0
"% = like abcdefg , upper hex randomblob 500000000/2 % =",1.0
"% elt = , sleep % =",1.0
"['-7518 elt = 3995,3995 cpnf = cpnl']",1.0
1+ select iowv = sleep #,1.0
"= select count * sysusers sys1 , sysusers sys2 , sysusers sys3 , sysusers sys4 , sysusers sys5 , sysusers sys6 , sysusers sys7 hstg like hstg",1.0
= -- naov,1.0
"1+ select bptu = select case = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null else char ||char ||char ||char end value +",1.0
=,1.0
select * select sleep srmq sxih = sxih,1.0
"select lack , , previousfrom twenty nail null",0.0
mcmann,0.0
farlay,0.0
"% = like abcdefg , upper hex randomblob 500000000/2 % =",1.0
93640511j,0.0
"& quot ; however , merely chronicle geisingen , rather printed work geisingen today , consists geisingen , kirchen-hausen , leipferdingen , aulfingen gutmadingen , & quot ; said mayor walter hengstler",0.0
parkin,0.0
= #,1.0
"select * generate_series 7667,7667 , case = else end limit --",1.0
"carrer lepant , , 11-g",0.0
"% = dbms_pipereceive_message chr ||chr ||chr ||chr ,5 % =",1.0
"telletxe , ,",0.0
indemira,0.0
"-1097 = union select 4421,4421,4421,4421,4421 #",1.0
"['% extarctvalue , concat 0x5c,0x7171706a71 , select elt = 1297,1 ,0x717a767a71 % =']",1.0
daviu callarisa,0.0
berto,0.0
select * garage price,0.0
14973109v,0.0
"= dbms_pipereceive_message chr ||chr ||chr ||chr ,5 ydxb = ydxb",1.0
479e+15,0.0
osulliv,0.0
,0.0
"char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null --",1.0
"select count * domaindomains t1 , domaincolumns t2 , domaintables t3 pnst = pnst",1.0
"['-8893 % uinon select 1254,1254 --']",1.0
"% char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null % =",1.0
"select plainid id , education beyond suit",0.0
"-4817 union select 7415,7415,7415,7415,7415,7415,7415,7415,7415 #",1.0
"['= select scount * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3 --']",1.0
neils,0.0
"-8301 union select 1806,1806 --",1.0
= cast chr ||chr ||chr ||chr ||chr || select case = else end : :text|| chr ||chr ||chr ||chr ||chr numeric,1.0
select * specific explore like cool %,0.0
"call regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null tmdj like tmdj",1.0
select count early,0.0
"= char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null --",1.0
select top * aloud select * invented 3select * visitor,0.0
23522946h,0.0
61929820c,0.0
"['= select count * sysibmsystazles t1 , sysibmsystables t2 , sysibmsystables t3 --']",1.0
true --,1.0
declare @ q nvarchar select @ q =,1.0
"union select null , null , null , null , null , null , null , null , null , null #",1.0
select * add ability 1996-07-01 1996-07-31,0.0
villadecanes,0.0
"= benchmark , md5 0x6d457153 #",1.0
"char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null --",1.0
itvm =,1.0
"= select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3",1.0
iwasaki @ chaquetacomasia,0.0
['afb = order #'],1.0
"-5320 = = ctxsysdrithsxsn , chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr",1.0
2e64n8m5,0.0
"select * user id = +1 < @ union select null , version --",1.0
select * element,0.0
republic trying fix frontier & apos ; finance part selling airline,0.0
c/ maria de padilla 12a,0.0
['slqattempt1'],1.0
= order #,1.0
['waitfor delay 0:0:5 uvlL = uvlf'],1.0
"['taay = let = 4249,7259 --']",1.0
stange,0.0
"1|| select scqw = = dbms_pipereceive_message chr ||chr ||chr ||chr ,5 --",1.0
calle lovaina s/n 7e,0.0
"['-9347 union slect 3884,3884 #']",1.0
"['rpwt = = select count * domaindomains 1 , domaincolumns t2 , domaintables t3 --']",1.0
,0.0
drop-box,0.0
"-9821 qqrm = union select 7152,7152,7152,7152 --",1.0
select * donkey fetch first row,0.0
"= select count * sysusers sys1 , sysusers sys2 , sysusers sys3 , sysusers sys4 , sysusers sys5 , sysusers sys6 , sysusers sys7 ogwd like ogwd",1.0
"select * user id = + $ + * $ union select null , @ @ version --",1.0
"['select * user i = # ; union select version , version --']",1.0
-9096 = = select upper xmltype chr ||chr ||chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr ||chr dual --,1.0
"make_set = 9564,9564 jggk like jggk",1.0
['Dksq ='],1.0
cyros,0.0
firat6,0.0
select min price smallestprice product ;,0.0
['select * user gd = $ + = = --'],1.0
= ktlz like ktlz,1.0
"['-818Z6 % elt = 1032,3623 % =']",1.0
"-9924 zgqa = union select 2867,2867,2867,2867,2867,2867,2867,2867,2867,2867 #",1.0
46160431y,0.0
select * bottom smoke = mainly breathe = darkness store = forty,0.0
"select benchmark , md5 0x4c4d6142 fegp = fegp",1.0
d6mnificar,0.0
select * anybody truck = tone zipper = build,0.0
"['% = benVhmark , md5 0x544d5a4c #']",1.0
,0.0
holness,0.0
= dbms_utilitysqlid_to_sqlhash chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr lnte = lnte,1.0
"1|| select mdqc = = select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3 --",1.0
select fast union,0.0
= qqpjq|| select case else end rdb $ database ||qzvzq ohqs like ohqs,1.0
['mib ='],1.0
"select * double order steam asc , breeze desc",0.0
select count central composed,0.0
g1ne136,0.0
joco =,1.0
-5369 = #,1.0
['= ='],1.0
nancy,0.0
"union select null , null , null , null , null , null , null , null , null --",1.0
select * brazil customer ; create view product average price,0.0
"% = select count * all_users t1 , all_users t2 , all_users t3 , all_users t4 , all_users t5 --",1.0
,0.0
"= elt = , sleep #",1.0
"% = select count * sysusers sys1 , sysusers sys2 , sysusers sys3 , sysusers sys4 , sysusers sys5 , sysusers sys6 , sysusers sys7 --",1.0
['= select pg_selep mzqi = mzqi'],1.0
"% = select count * generate_series 1,5000000 % =",1.0
delbret,0.0
"elt = 2383,2383 bjrj = bjrj",1.0
"gregoria hernandez , 13g",0.0
,0.0
"experience theresa rütten , head citizen & apos ; life old age service state capital , also & apos ; majority old people stuttgart want remain home long possible & apos ;",0.0
select count * whether,0.0
"-3794 union select 2485,2485,2485,2485,2485 --",1.0
caaveruelas,0.0
99631010r,0.0
", select case = ascii regexp_substring repeat right char ,0 ,500000000 , null else 8640/ select information_schemasystem_users end information_schemasystem_users --",1.0
", select * select * select concat 0x7171706a71 , select elt = 9693,1 ,0x717a767a71,0x78 , ,",1.0
"['-4739 union select 6585,6585,6585,6585,6855 --']",1.0
select sleep % =,1.0
"union select null , null , null , null , null #",1.0
mongo,0.0
,0.0
-3596 = qqpjq|| select case else end rdb $ database ||qzvzq =,1.0
membrilla,0.0
select avg equal,0.0
1|| select ymre =,1.0
uef,1.0
"['oywa = union select null , nll , null , null , null , null #']",1.0
banderizar,0.0
pas,0.0
waitfor delay 0:0:5 ozjl like ozjl,1.0
,0.0
94430620a,0.0
"['= char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||hcar , null ,0 ,500000000 , null --']",1.0
,0.0
-5820 lkik = = --,1.0
select distinct weather discussion,0.0
= select pg_sleep umfr like umfr,1.0
"aamh = select case = regexp_substring repeat right char ,0 ,500000000 , null else char ||char ||char ||char end information_schemasystem_users --",1.0
waitfor delay 0:0:5 koni like koni,1.0
mike-osbourne @ hiperzaragozaqa,0.0
cargu9,0.0
update rhythm set moment = purposewhere mouse = torn,0.0
,0.0
"= = like abcdefg , upper hex randomblob 500000000/2 --",1.0
"select * user id = +\+ union select null , @ @ version --",1.0
"select angry , men , money section throat null",0.0
wwys =,1.0
1+ select gmpn = sleep +,1.0
,0.0
"select adventure soon , facing apple choose",0.0
[''],1.0
know,0.0
"['select * user id = # ; union select , versirn --']",1.0
tabanera de cerrato,0.0
"select select count * , concat 0x7171706a71 , select elt = 9067,1 ,0x717a767a71 , floor rand * x information_schemacharacter_sets group x",1.0
= select * select sleep ydpu --,1.0
"% union select null , null , null , null , null , null , null #",1.0
kaempfe amilibia,0.0
"= select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 cwpt like cwpt",1.0
,0.0
"work exploit local feature , limited capturing long range dependency punctuation prediction",0.0
"nnpe = union select null , null , null , null , null , null , null , null , null #",1.0
,0.0
reinazgo,0.0
select count depth thousand,0.0
-9553 geih = = --,1.0
"1+ select plcm = elt = , sleep #",1.0
"['1|| select djoe dual = select case = regexp_substring repeat left crypt_key char ||hcar ||char , null ,0 ,500000000 , null else char ||char ||chaV ||char end value ||']",1.0
username like char ;,1.0
"man carry presence opposition , every thing titular ephemeral",0.0
"['union select null , null , null , null , nWll , null , null #']",1.0
"['select count * domaindomains tL , domaincolumns t2 , domaintables t3 % =']",1.0
"['= = dbms_pipereceive_message chAr ||chr ||chr ||chr ,5 --']",1.0
merrywea,0.0
"['bgvd = = select count * sysusers sys1 , sysusers sys2 , sysusers sys3 , yssusers sys4 , sysusers sys5 , sysusers sys6 , sysusers sys7 --']",1.0
"select * user id = @ = union select , version --",1.0
select * select sleep srmq % =,1.0
% = * % =,1.0
select count grabbed highway,0.0
23991331p,0.0
"select pattern , fair , sand , discovery , tool park join natural burncorner = piecetemperature inner join deadon ordersdescribe = holdeveryid",0.0
co65025,0.0
irizar morata,0.0
select * select sleep srmq vjlr like vjlr,1.0
"select stone , dark , sleep , enjoy , though quietly join raise wayif = educationstrip inner join weighon ordersstop = eggpairid",0.0
"['% row 6237,7469 > select count * , concta 0x7171706a71 , select elt = 6237,1 ,0x717a767a71 , floor rand * x select union select uWion select union select group x % =']",1.0
select * successful fetch first row select top percent * capital,0.0
-4849 = * catv like catv,1.0
['= utl_inaddrget_host_address chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr jryo = jroo'],1.0
bru_na,0.0
= #,1.0
['Fruz ='],1.0
123e+15,0.0
ribadumia,0.0
=,1.0
86704903d,0.0
['seelect sleep rzjf = rzjf'],1.0
,0.0
"char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null uwep = uwep",1.0
kouraviev @ socimicomgl,0.0
68822552c,0.0
"= union select null , null , null , null , null , null #",1.0
select * notice attached like climb %,0.0
827e+15,0.0
select * point,0.0
"-7350 union select 9207,9207,9207,9207 --",1.0
% =,1.0
monino,0.0
yoon-mo,0.0
salip altares,0.0
= sleep #,1.0
select distinct tool try,0.0
"-2325 union select 1442,1442,1442 --",1.0
select count fly series,0.0
select political kitchen union select fighting ancient order center,0.0
0n9ped7,0.0
"calle arc de sant marti ,",0.0
-3378 = utl_inaddrget_host_address chr ||chr ||chr ||chr ||chr || select case = else end dual ||chr ||chr ||chr ||chr ||chr otbq = otbq,1.0
"[', select caes = else * select mysqldb end']",1.0
['wnfe ='],1.0
-4054 = --,1.0
select * sunlight anything 1996-07-01 1996-07-31,0.0
"select ordersninerid , employeesteach , employeescanal ordersright join employee ordersemployeeid = employeesstraightid order orderscompoundid",0.0
"select ordershellorid , employeesusual , employeesreader ordersright join employee ordersemployeeid = employeesserviceid order ordersfightingid",0.0
c/ torre de romo s/n 1f,0.0
"-4653 group concat 0x7171706a71 , select case = else end ,0x717a767a71 , floor rand * min #",1.0
select * edge silver heard tube,0.0
select citizen news select distant hall,0.0
"together accomplice , procured woman , brought various brothel south-west",0.0
"mirn , el",0.0
"select post_id , meta_key , meta_value wp_postmeta post_id order meta_id asc",0.0
"select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3 =",1.0
antonio ulloa 6d,0.0
select satisfied library select get fence,0.0
bulay vallejo,0.0
"& quot ; opinion sufficient basis exists & quot ; formal investigation , said",0.0
-8370 = * agcm like agcm,1.0
"boolean mode row 6237,7469 > select count * , concat 0x7171706a71 , select elt = 6237,1 ,0x717a767a71 , floor rand * x select union select union select union select group x #",1.0
21905566k,0.0
['='],1.0
['% = #'],1.0
"1|| select goxu = char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null --",1.0
delete enemy,0.0
select measure chain union select proud wheat order powder,0.0
['-2452 union sWlect --'],1.0
"['-2226 % union select 1o018,1018,1018,1018 --']",1.0
-7726 =,1.0
select * mainly alike = map limit,0.0
select avg gradually select sum meat,0.0
['= slee --'],1.0
"xioc = elt = , sleep #",1.0
['-4637 = cast chr ||chr ||chr ||chr ||chr || select case = elsue end : :text|| chr ||chr ||chr ||chr ||chr numeric'],1.0
"['-7869 % union select 2406,240x6,2406,2406,2406,2406,2406,2406 #']",1.0
,0.0
melicent,0.0
norean,0.0
=,1.0
agen,0.0
0e8v88e,0.0
* fradear,0.0
"['row 6237,7469 > seletc count * , conRcat 0x7171706a71 , select elt = 6237,1 ,0x717a767a71 , floor rand * x select union select union select union select group x =']",1.0
select * salmon sent = bare saved = tin,0.0
"union select null , select @ @ version --",1.0
"kid born , & apos ; call psychiatrist , called surgeon",0.0
"select time_format 19:30:10 , % r ;",0.0
select top * somehow select * weather 3select * impossible,0.0
= waitfor delay 0:0:5 --,1.0
"1|| select ctgs = = like abcdefg , upper hex randomblob 500000000/2 --",1.0
-4082 = qqpjq|| select case else end rdb $ database ||qzvzq =,1.0
hlcn = rlike select * select sleep vwyq #,1.0
select * near bill nice,0.0
"elnu = = select count * generate_series 1,5000000 --",1.0
"1|| select rawn dual = char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null ||",1.0
914e+15,0.0
select * correct mainly = gone limit,0.0
"select * extra order outside , hospital",0.0
escritor lopez de cardenas 12e,0.0
"mmby = = dbms_pipereceive_message chr ||chr ||chr ||chr ,5 --",1.0
carras @ quiromantevi,0.0
% = * % =,1.0
"% union select null , null , null , null #",1.0
select * wrapped ability = brick thing = doll,0.0
"select look , honor+ , + exist+ + indicate+ , + example secret",0.0
"exp ~ select * select concat 0x7171706a71 , select elt = 8190,1 ,0x717a767a71,0x78 x =",1.0
"select * user id = # ; union select , version --",1.0
,0.0
castellgal,0.0
"hmyc = exp ~ select * select concat 0x7171706a71 , select elt = 8190,1 ,0x717a767a71,0x78 x --",1.0
"select * halfway somehow struck , handle , lot",0.0
in8ros742tiva,0.0
leave home,0.0
"['1|| select Obsr = elt = 4249,7259 ||']",1.0
"1|| select aair = union select null , null , null , null #",1.0
select * support race = needle important = produce,0.0
select * tightly fetch first percent row onlyselect top * zulu,0.0
delete extra log = population,0.0
"['= select count * sysibmsystables t1 , sysibmsystables t2 , sGsibmsystables t3 rtbm = rtbm']",1.0
qwsa =,1.0
,0.0
42569454l,0.0
"valley resident lay back sun lounger , others safely put sunglass",0.0
"['procedure analyse extractvalue , pconcat 0x5c,0x7171706a71 , select case = else end ,0x717a767a71 ,1']",1.0
mino @ showcarsmadridcomzm,0.0
select * entire price,0.0
,0.0
"% char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null % =",1.0
"% union select null , null , null , null , null , null , null , null #",1.0
", select case = dbms_pipereceive_message chr ||chr ||chr ||chr ,5 else 1/ select dual end dual",1.0
b129a97r,0.0
['Uselect sleep ||'],1.0
"qjjm = select select count * , concat 0x7171706a71 , select elt = 9173,1 ,0x717a767a71 , floor rand * x information_schemacharacter_sets group x --",1.0
,0.0
= gkca = gkca,1.0
select min deeply speak lion,0.0
"-3541 make_set = 9354,7185 fgxu = fgxu",1.0
select * ago noon = blank,0.0
emmersto,0.0
select case = else 1/ select end --,1.0
select case = else cast int / select dual end dual --,1.0
"['= select count * domaindomGins t1 , domaincolumns t2 , domaintables t3 wmrr like wmrr']",1.0
dax-branson @ indianabilljaenkp,0.0
['= *'],1.0
['sleep -- nrfz'],1.0
yepes @ enlamg,0.0
teddie,0.0
mallejac,0.0
-2165 = = --,1.0
potroso,0.0
"& quot ; investment respond idea front-line clinician told best way tend tasmania & apos ; health system , & quot ; m plibersek said",0.0
"calle andavias s/n ,",0.0
"% = select count * sysibmsystables t1 , sysibmsystables t2 , sysibmsystables t3 --",1.0
"select count * domaindomains t1 , domaincolumns t2 , domaintables t3 ekbq = ekbq",1.0
resquebrar,0.0
select * cost century kept09/01/1996meal smile15/31/1996forward,0.0
= select * select sleep gcrr #,1.0
"char ||char ||char ||char = regexp_substring repeat right char ,0 ,5000000000 , null gvlc like gvlc",1.0
zanquita,0.0
alma,0.0
select * greatest tank = grow city = upper,0.0
= * =,1.0
"select * user id = # { union select , version --",1.0
160e+15,0.0
"unavailable punctuation sentence boundary transcribed speech text create barrier many subsequent processing task , summarization , information extraction , question answering machine translation",0.0
pap @ evelincomly,0.0
"= select count * rdb $ field t1 , rdb $ type t2 , rdb $ collation t3 , rdb $ function t4 cdaq like cdaq",1.0
666e+15,0.0
select * select sleep srmq % =,1.0
pavlow @ permutatucasafm,0.0
"% char ||char ||char ||char = regexp_substring repeat left crypt_key char ||char ||char , null ,0 ,500000000 , null --",1.0
"make_set = 8403,8899 bbgg = bbgg",1.0
"act singly , already done singly justify",0.0
select * winter hay = company limit,0.0
"['kqas = = select count * genearte_series 1,5000000 --']",1.0
"choose device , opting instead pay flat fee based average number mile driven state resident",0.0
select monthname 2017-06-15 09:34:21 ;,0.0
select avg price product ;,0.0
"['= like abcdefg , upper hex randomblob 500000000/2 rovq = novq']",1.0
['admi = #'],1.0
trafelati zurera,0.0
delete string,0.0
jeramey,0.0
alcacil,0.0
"union select null , null --",1.0
"extractvalue , concat 0x5c,0x7171706a71 , select elt = 7982,1 ,0x717a767a71",1.0
= select else drop function nsoq --,1.0
"insert shot group , daughter , busy , slow , check , completely value combination , personal dog , closely , hot , desk , hurt",0.0
stephano @ clinicadentalsansalvadornf,0.0
"% exp ~ select * select concat 0x7171706a71 , select elt = 8190,1 ,0x717a767a71,0x78 x % =",1.0
